PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PR1337,4886-62DF,2016-12-02,4,4,3,1,0,5,5,4
PR1338,BD70-7DAE,2016-12-03,4,4,2,1,0,5,5,5
PR1339,DDAC-D5FD,2016-12-03,3,3,4,1,0,2,5,5
PR134,A848-F98B,2013-05-12,5,4,2,1,0,4,5,4
PR1340,3D71-8DC2,2016-12-05,4,2,3,2,0,4,5,5
PR1341,A923-9EF6,2016-12-05,3,5,4,3,1,3,4,3
PR1342,DFA9-990E,2016-12-05,4,4,5,2,0,2,4,4
PR1343,D39D-4015,2016-12-05,4,5,3,2,3,3,4,4
PR1344,C6EC-FEB5,2016-12-07,5,3,5,3,1,5,4,3
PR1345,598D-E3B4,2016-12-08,5,3,5,3,1,4,5,4
PR1346,B98B-4689,2016-12-08,4,2,5,3,3,4,4,3
PR1347,63BF-A86A,2016-12-09,3,2,5,1,1,5,5,4
PR1348,58C8-63FA,2016-12-09,4,2,3,2,1,2,5,5
PR1349,CF8D-7379,2016-12-11,4,5,3,2,0,5,4,3
PR135,1C87-44CB,2013-05-13,4,3,3,1,1,2,3,3
PR1350,E6D9-ADEE,2016-12-13,4,5,4,2,1,2,3,2
PR1351,E5C1-B122,2016-12-13,4,5,3,3,1,5,5,4
PR1352,39FC-7149,2016-12-13,4,3,4,2,2,3,3,3
PR1353,E55E-9436,2016-12-16,5,3,3,2,0,4,4,3
PR1354,DF94-FD29,2016-12-17,5,3,4,3,2,2,5,4
PR1355,9C71-34AE,2016-12-18,4,2,2,2,2,5,5,4
PR1356,AF5D-A8C8,2016-12-19,5,4,5,1,0,3,4,3
PR1357,DCFE-F601,2016-12-19,5,4,3,1,1,2,3,2
PR1358,0CED-EE28,2016-12-20,3,3,3,3,1,2,5,5
PR1359,5C61-8F3A,2016-12-20,5,4,2,2,0,3,3,2
PR136,41FE-D257,2013-05-13,3,4,5,2,0,3,3,3
PR1360,A2FB-2D5D,2016-12-22,3,2,4,2,0,3,4,3
PR1361,F93D-CB5A,2016-12-22,4,4,5,3,1,5,4,4
PR1362,0697-ADC3,2016-12-22,3,4,4,3,2,3,3,2
PR1363,E681-7B57,2016-12-24,5,2,4,1,0,2,4,3
PR1364,637B-DBAD,2016-12-24,5,2,3,3,1,3,5,5
PR1365,D836-B375,2016-12-24,4,3,3,1,1,2,5,4
PR1366,6C42-A719,2016-12-25,4,2,5,2,1,2,3,3
PR1367,A9EB-9E41,2016-12-25,4,5,2,1,1,2,4,4
PR1368,4CA1-F139,2016-12-26,4,3,2,2,1,4,3,3
PR1369,63B0-1036,2016-12-27,4,2,4,1,3,5,3,2
PR137,42CC-040A,2013-05-14,5,2,4,2,1,5,4,3
PR1370,1609-65E1,2016-12-28,4,5,3,3,0,3,5,4
PR1371,03EF-5904,2016-12-29,2,4,2,1,3,3,5,4
PR1372,74F2-5C55,2016-12-30,4,1,2,1,0,3,4,4
PR1373,ACA9-5DC2,2016-12-30,3,2,2,3,1,1,3,2
PR1374,211E-BC82,2016-12-30,2,1,1,3,3,4,3,3
PR1375,40BE-EEAF,2016-12-31,4,4,3,2,3,4,5,5
PR1376,79F3-8AA5,2016-12-31,1,3,2,2,1,1,3,2
PR1377,79F7-78EC,2017-01-01,2,3,1,3,1,4,5,4
PR1378,B61E-0F26,2017-01-02,1,1,4,1,2,4,5,4
PR1379,F5E3-48BB,2017-01-02,2,2,3,1,2,1,5,4
PR138,C9FF-3A25,2013-05-14,3,3,2,3,2,3,4,3
PR1380,C2DD-9D37,2017-01-02,5,2,5,3,0,3,3,2
PR1381,DF71-97FB,2017-01-02,4,3,4,2,0,4,3,2
PR1382,0678-748A,2017-01-03,3,2,3,3,2,2,3,3
PR1383,541F-3E19,2017-01-03,3,4,5,3,1,5,3,3
PR1384,F93E-BDEF,2017-01-03,3,5,5,1,2,2,5,5
PR1385,C0A1-EB7D,2017-01-04,4,5,4,1,0,5,3,3
PR1386,1359-BEE3,2017-01-05,5,4,5,2,0,4,3,2
PR1387,D5DA-363A,2017-01-06,5,4,4,1,3,4,5,5
PR1388,9E7A-1F70,2017-01-07,3,4,2,2,1,4,5,4
PR1389,58F5-C8FC,2017-01-07,3,5,5,1,2,5,3,2
PR139,1F0F-458C,2013-05-15,3,4,4,1,1,5,5,4
PR1390,05ED-92F1,2017-01-09,4,5,3,1,1,3,4,3
PR1391,F72D-261D,2017-01-09,3,2,5,3,1,5,5,5
PR1392,38EB-ADBD,2017-01-09,3,2,2,1,0,5,3,2
PR1393,D106-E487,2017-01-09,4,2,5,2,1,4,4,3
PR1394,4563-8637,2017-01-09,3,3,5,2,3,5,4,3
PR1395,774E-685D,2017-01-10,3,4,3,1,0,5,4,4
PR1396,9937-CDF7,2017-01-10,4,4,4,2,2,4,5,5
PR1397,CD59-7F94,2017-01-10,4,2,4,2,2,5,4,4
PR1398,7839-CA12,2017-01-11,3,5,3,3,0,2,4,3
PR1399,EB66-D679,2017-01-11,5,2,4,2,2,3,3,2
PR14,12F7-BCBB,2013-01-14,5,2,2,2,1,5,5,5
PR140,0A05-3943,2013-05-17,5,4,5,2,1,3,5,4
PR1400,8941-0BAC,2017-01-11,3,4,4,3,0,3,4,3
PR1401,763B-DE6E,2017-01-12,4,4,5,2,0,2,4,3
PR1402,9E87-533E,2017-01-12,5,2,5,2,0,3,3,2
PR1403,12F7-BCBB,2017-01-13,5,4,3,2,1,4,5,4
PR1404,D045-B6CA,2017-01-13,5,3,4,1,1,4,5,4
PR1405,B340-5AD2,2017-01-13,4,3,3,1,0,5,5,4
PR1406,FF14-A43E,2017-01-14,5,2,3,2,0,3,4,3
PR1407,02DA-7A72,2017-01-15,5,3,3,3,0,3,4,4
PR1408,28EA-A010,2017-01-15,5,3,5,1,1,3,5,4
PR1409,CBB3-0D7E,2017-01-15,3,3,4,3,1,3,3,2
PR141,9F65-F612,2013-05-17,5,5,3,2,1,3,4,3
PR1410,C330-DAF4,2017-01-15,4,2,5,2,1,3,3,3
PR1411,B48C-47D0,2017-01-16,5,4,2,2,0,2,4,3
PR1412,6DEB-F440,2017-01-16,5,5,2,1,1,5,5,4
PR1413,32AE-C02F,2017-01-17,3,5,3,1,0,4,5,5
PR1414,8A6B-AD5C,2017-01-17,3,2,3,3,0,5,3,2
PR1415,8D34-EBDF,2017-01-17,5,2,5,2,3,5,3,2
PR1416,8BAB-B4A6,2017-01-17,4,2,4,3,1,3,5,4
PR1417,6FE1-C8A8,2017-01-18,4,3,5,2,0,3,4,3
PR1418,EB8F-204D,2017-01-18,5,4,2,2,2,3,3,2
PR1419,D921-AC35,2017-01-18,4,5,2,3,0,5,5,5
PR142,4D59-B831,2013-05-20,4,3,2,3,1,2,5,4
PR1420,606E-A262,2017-01-19,5,3,5,1,0,2,5,4
PR1421,CEE1-DA0F,2017-01-19,4,3,4,3,0,2,4,3
PR1422,05B0-755F,2017-01-20,5,3,5,2,0,2,5,5
PR1423,A42A-4000,2017-01-20,4,4,3,3,1,3,5,5
PR1424,45D2-369E,2017-01-21,4,4,5,2,0,3,3,3
PR1425,7F1C-20B8,2017-01-21,3,5,3,3,0,4,5,5
PR1426,F98B-61B3,2017-01-21,4,2,5,2,2,4,3,3
PR1427,D4D5-27FB,2017-01-22,4,4,3,2,1,4,4,4
PR1428,9C71-61AE,2017-01-22,3,2,4,1,2,5,3,3
PR1429,8AAD-FAFB,2017-01-23,5,2,5,2,2,2,3,2
PR143,5060-A677,2013-05-20,4,2,3,3,1,3,4,4
PR1430,20BA-5868,2017-01-23,3,4,2,1,1,2,5,5
PR1431,45D7-5C8A,2017-01-24,5,3,3,2,1,2,5,5
PR1432,AB03-8820,2017-01-24,4,2,3,3,1,4,4,3
PR1433,B4E1-4A3E,2017-01-25,3,3,5,3,0,2,5,4
PR1434,618D-7685,2017-01-26,4,2,2,3,2,4,4,4
PR1435,FBED-F86B,2017-01-26,5,5,5,2,0,5,3,2
PR1436,6125-FEC8,2017-01-26,5,2,5,3,2,4,4,3
PR1437,6227-9D9E,2017-01-26,3,2,2,2,1,5,3,2
PR1438,5A0B-7F31,2017-01-28,3,5,3,1,1,2,4,3
PR1439,E4F4-11B9,2017-01-28,4,4,4,2,1,3,3,3
PR144,A2D0-E2D2,2013-05-20,5,2,5,3,2,4,5,5
PR1440,B303-8962,2017-01-28,3,3,5,2,2,3,4,3
PR1441,98EE-8547,2017-01-29,4,5,5,2,1,5,5,5
PR1442,041A-31B0,2017-01-29,3,5,5,2,0,3,5,4
PR1443,7279-6591,2017-01-30,5,5,2,2,0,3,5,4
PR1444,EEFC-DEC7,2017-01-30,3,5,4,3,1,3,5,4
PR1445,1180-BEC9,2017-01-31,3,5,5,3,0,5,3,2
PR1446,EE04-1533,2017-01-31,5,4,5,3,1,5,5,4
PR1447,B50B-5A18,2017-02-01,4,5,2,1,3,2,5,4
PR1448,8CF6-3079,2017-02-02,4,3,2,2,0,3,4,3
PR1449,D7EE-56FC,2017-02-02,5,5,3,1,3,4,5,4
PR145,BE54-8537,2013-05-20,3,2,2,3,3,2,4,3
PR1450,1F12-DDDA,2017-02-02,4,4,5,3,2,2,5,4
PR1451,9658-7750,2017-02-02,5,3,2,2,3,3,4,3
PR1452,B0C3-E578,2017-02-02,3,5,5,1,0,2,3,2
PR1453,62A3-DEA7,2017-02-03,5,4,4,2,1,2,3,3
PR1454,586E-5C14,2017-02-03,5,4,4,3,1,4,4,4
PR1455,8EE9-E86D,2017-02-04,5,5,2,3,1,2,3,3
PR1456,F3CD-9B5B,2017-02-04,5,2,5,2,1,2,5,5
PR1457,AD0D-E79F,2017-02-04,5,4,5,2,0,4,3,2
PR1458,D8B3-30D2,2017-02-04,5,3,4,1,1,4,4,4
PR1459,B975-943A,2017-02-04,3,4,5,2,0,3,4,3
PR146,9169-FC4B,2013-05-21,4,5,5,2,1,4,3,2
PR1460,151D-1FF2,2017-02-05,3,4,2,2,1,2,3,3
PR1461,5476-CA0D,2017-02-05,3,4,2,2,0,3,3,2
PR1462,D696-9D82,2017-02-05,3,3,4,3,0,4,4,3
PR1463,C96F-0F3B,2017-02-08,5,4,3,2,3,2,5,5
PR1464,EE39-C8F2,2017-02-08,3,5,4,1,0,5,5,4
PR1465,DF63-0D3C,2017-02-08,5,3,5,1,0,5,4,3
PR1466,9DFE-1FD5,2017-02-09,3,2,3,3,2,5,3,3
PR1467,0D1B-DEC2,2017-02-10,3,4,5,1,0,4,5,4
PR1468,B407-ABCA,2017-02-10,3,3,3,1,1,2,3,2
PR1469,5818-560C,2017-02-10,3,2,3,1,0,2,4,4
PR147,8766-F1E7,2013-05-24,4,3,5,3,1,4,4,3
PR1470,DB6C-3B2F,2017-02-11,4,4,2,3,0,2,3,3
PR1471,8ED3-4377,2017-02-11,3,2,2,1,1,5,3,2
PR1472,279C-7342,2017-02-12,3,3,3,2,0,4,3,3
PR1473,83FD-F920,2017-02-12,4,2,5,1,0,3,3,2
PR1474,B2D6-A355,2017-02-12,4,4,2,3,0,5,3,2
PR1475,626A-9377,2017-02-13,3,5,3,2,1,5,5,4
PR1476,0DBC-596E,2017-02-14,5,2,3,2,3,2,3,2
PR1477,5A04-0EB4,2017-02-15,3,2,2,3,1,3,4,3
PR1478,111D-E5EF,2017-02-15,4,5,5,1,2,4,5,4
PR1479,97F4-0B14,2017-02-15,3,3,3,3,0,3,5,4
PR148,D91C-815B,2013-05-27,3,3,4,1,0,5,5,4
PR1480,5021-95FC,2017-02-17,4,3,4,2,1,5,5,4
PR1481,B97B-73D7,2017-02-17,4,2,5,1,2,5,3,2
PR1482,D351-C7E4,2017-02-17,5,4,2,3,0,5,5,5
PR1483,3C7D-86ED,2017-02-18,5,2,2,2,3,5,5,4
PR1484,2219-56CA,2017-02-20,5,4,5,1,0,3,4,3
PR1485,8FB2-4CE0,2017-02-20,3,5,2,2,0,2,3,3
PR1486,5237-1B85,2017-02-21,3,3,3,2,0,5,5,4
PR1487,F968-671C,2017-02-21,4,5,3,2,3,2,4,4
PR1488,F997-FE6C,2017-02-21,5,4,4,3,1,3,5,5
PR1489,CED0-8D31,2017-02-21,5,2,3,2,0,2,3,3
PR149,2F98-E645,2013-05-28,3,3,4,1,1,4,4,4
PR1490,5B08-EF96,2017-02-22,5,2,3,1,0,3,4,4
PR1491,E348-E12B,2017-02-22,5,5,2,3,3,3,4,3
PR1492,8ACE-C5CE,2017-02-22,5,4,3,3,2,3,3,2
PR1493,C6A8-4E8A,2017-02-22,4,4,3,3,1,2,5,5
PR1494,C900-9EF9,2017-02-22,3,2,3,1,0,5,3,2
PR1495,63DA-AA21,2017-02-23,5,4,2,3,0,2,4,4
PR1496,3120-B11F,2017-02-24,5,2,2,1,0,5,4,3
PR1497,C016-FA12,2017-02-25,4,2,3,2,1,2,3,2
PR1498,7816-BF57,2017-02-25,3,4,4,2,0,5,5,5
PR1499,3560-C117,2017-02-26,3,3,3,2,1,4,5,5
PR15,D045-B6CA,2013-01-14,5,3,3,3,0,5,3,3
PR150,C08F-94F9,2013-05-30,4,4,5,1,2,2,5,4
PR1500,1914-B934,2017-02-26,3,3,3,2,1,3,3,2
PR1501,596B-33F4,2017-02-27,3,4,4,3,2,3,3,3
PR1502,E7A6-33A3,2017-02-27,4,4,3,3,2,4,3,3
PR1503,00D4-DD53,2017-02-28,5,4,2,2,1,4,5,5
PR1504,7749-B277,2017-02-28,5,5,3,2,1,3,3,2
PR1505,7823-0217,2017-02-28,4,2,4,3,0,2,5,5
PR1506,6E7B-D50D,2017-02-28,5,2,3,2,2,5,5,5
PR1507,17AD-99F5,2017-03-01,4,4,3,1,2,4,4,3
PR1508,CC8A-0B1F,2017-03-01,5,5,3,2,0,5,5,5
PR1509,DE22-FB63,2017-03-01,3,4,3,1,2,3,3,2
PR151,DEBE-1622,2013-05-30,5,2,4,3,1,2,3,3
PR1510,A366-C17A,2017-03-01,5,2,4,2,2,4,3,2
PR1511,EACC-D1F6,2017-03-02,3,2,2,1,2,4,4,4
PR1512,21B3-8491,2017-03-02,4,5,3,3,0,4,3,2
PR1513,C57E-6E4F,2017-03-03,3,2,2,3,0,3,3,2
PR1514,CC2F-670E,2017-03-03,5,3,4,3,0,5,3,3
PR1515,FD0B-7B0A,2017-03-03,3,2,2,3,0,5,4,4
PR1516,0322-D46B,2017-03-03,4,5,3,1,0,5,5,4
PR1517,06B9-B79D,2017-03-04,3,3,2,3,0,5,4,3
PR1518,1054-9C3B,2017-03-05,4,3,3,1,1,2,5,5
PR1519,155B-42BE,2017-03-05,5,5,4,3,0,4,3,2
PR152,40BE-EEAF,2014-01-01,5,5,2,1,2,3,3,3
PR1520,5222-EBE1,2017-03-05,4,4,2,2,0,4,4,4
PR1521,B1EC-849B,2017-03-05,3,5,5,2,1,4,3,3
PR1522,8567-5B27,2017-03-06,4,3,4,1,3,5,5,4
PR1523,D970-9F5E,2017-03-06,5,4,5,1,0,4,4,4
PR1524,EAB1-2EB2,2017-03-06,3,5,4,1,0,2,3,2
PR1525,7EE7-2C43,2017-03-07,3,2,3,1,2,5,5,5
PR1526,D954-6402,2017-03-07,5,5,5,3,0,4,4,3
PR1527,73CF-4956,2017-03-07,3,4,4,2,1,2,3,3
PR1528,E3B6-49F8,2017-03-07,4,5,2,2,3,2,5,4
PR1529,4B6E-3C21,2017-03-09,3,5,2,1,1,4,4,3
PR153,79F7-78EC,2014-01-02,5,2,2,1,1,5,4,4
PR1530,40A9-8EB0,2017-03-09,5,2,4,3,0,3,5,5
PR1531,0C23-26DD,2017-03-09,5,2,4,3,3,2,4,4
PR1532,B005-602F,2017-03-10,5,5,2,2,1,5,3,2
PR1533,4A0E-9958,2017-03-11,2,2,3,3,3,1,3,2
PR1534,CFE3-312D,2017-03-11,2,1,4,2,0,2,3,3
PR1535,A590-DF69,2017-03-12,4,3,3,3,1,2,5,5
PR1536,68FB-06A7,2017-03-13,2,4,4,2,0,4,5,5
PR1537,2551-DD9B,2017-03-13,3,3,1,1,0,3,3,2
PR1538,56A5-271B,2017-03-13,1,4,3,3,3,3,4,3
PR1539,B3FE-D332,2017-03-13,1,3,4,3,0,2,4,4
PR154,B61E-0F26,2014-01-03,4,4,4,3,2,4,5,4
PR1540,4F28-CFAF,2017-03-14,4,4,3,3,2,4,5,4
PR1541,7C80-94E0,2017-03-14,2,2,2,2,0,3,5,4
PR1542,8233-2483,2017-03-14,2,4,3,1,1,1,5,4
PR1543,A7BB-F5A7,2017-03-15,4,3,2,2,2,4,3,2
PR1544,8A5B-3D6E,2017-03-15,3,2,1,3,2,3,4,4
PR1545,4500-37EB,2017-03-16,1,3,1,2,1,3,3,2
PR1546,528C-3E0D,2017-03-16,3,2,2,3,2,4,3,3
PR1547,D077-169C,2017-03-17,4,2,2,2,0,2,5,4
PR1548,9727-BC84,2017-03-18,4,2,1,1,1,3,5,4
PR1549,DA8E-9496,2017-03-18,1,2,4,2,1,4,3,3
PR155,F5E3-48BB,2014-01-03,4,3,2,2,1,3,4,4
PR1550,DEC5-9319,2017-03-18,2,2,4,2,2,1,5,4
PR1551,88B8-EB84,2017-03-19,5,3,4,1,0,2,5,4
PR1552,9C57-828C,2017-03-19,4,4,5,1,1,5,4,4
PR1553,E1B4-9AA1,2017-03-22,4,5,3,3,1,2,3,2
PR1554,3CD6-5587,2017-03-23,4,3,5,2,3,2,5,4
PR1555,BAFA-86DF,2017-03-23,5,5,5,3,1,4,3,2
PR1556,C6D7-A568,2017-03-23,3,2,3,3,1,4,3,2
PR1557,5160-53BD,2017-03-24,5,5,2,3,0,5,5,5
PR1558,81FF-8D6C,2017-03-24,3,3,4,2,0,4,4,3
PR1559,84E7-02D4,2017-03-25,3,5,2,3,1,4,3,2
PR156,0678-748A,2014-01-04,5,3,5,3,3,4,3,2
PR1560,6010-A052,2017-03-25,4,4,4,1,1,3,5,4
PR1561,6176-3BEE,2017-03-27,4,2,3,1,2,5,4,4
PR1562,47A0-559B,2017-03-27,4,5,5,1,1,5,4,3
PR1563,A954-6310,2017-03-27,3,2,3,1,2,5,4,3
PR1564,C525-8BB9,2017-03-27,4,4,3,3,1,3,5,5
PR1565,9AAB-DCD0,2017-03-28,3,5,4,2,0,4,3,3
PR1566,00E4-3D60,2017-03-29,5,3,4,3,2,4,4,3
PR1567,03C5-51AD,2017-03-30,5,3,5,1,0,5,3,3
PR1568,A807-DE5D,2017-03-30,4,5,4,1,0,3,4,3
PR1569,8BCA-723F,2017-03-30,5,4,3,2,2,2,4,3
PR157,541F-3E19,2014-01-04,5,5,5,2,1,2,5,5
PR1570,DD04-BDF8,2017-03-30,4,3,3,3,3,4,3,2
PR1571,8FD9-AA59,2017-03-31,4,2,3,1,0,2,5,5
PR1572,86E2-73D1,2017-03-31,5,5,3,2,2,2,4,4
PR1573,0210-E0D8,2017-04-02,4,4,3,1,1,4,5,5
PR1574,07B2-D67A,2017-04-02,3,5,3,1,3,3,4,4
PR1575,819A-2C9C,2017-04-02,4,5,2,2,1,5,4,3
PR1576,2D85-ABDD,2017-04-02,5,4,4,3,1,5,3,2
PR1577,B6EC-313E,2017-04-03,3,5,4,1,1,4,3,2
PR1578,0D8F-C0F3,2017-04-05,3,5,3,1,3,3,5,4
PR1579,1799-5B3F,2017-04-05,5,3,4,1,1,3,3,3
PR158,F93E-BDEF,2014-01-04,5,5,5,2,2,2,3,2
PR1580,3B11-DF28,2017-04-05,5,5,4,1,2,5,5,4
PR1581,C95C-CE06,2017-04-05,3,4,2,2,1,5,3,3
PR1582,076F-8AA3,2017-04-06,4,3,5,2,1,3,3,3
PR1583,95D7-1CE9,2017-04-08,4,4,3,2,2,5,4,4
PR1584,B013-7D0C,2017-04-09,4,3,2,2,1,3,4,3
PR1585,531D-788E,2017-04-09,3,2,5,2,2,4,4,4
PR1586,AEDB-BB62,2017-04-10,5,2,2,2,1,2,5,5
PR1587,F430-0404,2017-04-10,5,4,5,2,1,5,4,4
PR1588,7BD4-7BFB,2017-04-10,3,3,4,2,0,5,4,4
PR1589,152E-8DB1,2017-04-11,5,2,4,2,0,4,4,4
PR159,9E7A-1F70,2014-01-08,5,5,2,1,0,5,5,5
PR1590,1A7C-19DB,2017-04-11,4,4,2,2,1,2,5,4
PR1591,489B-14EC,2017-04-11,4,2,3,3,1,5,3,3
PR1592,D7F8-1775,2017-04-11,5,3,5,1,0,4,5,5
PR1593,52CC-3E9E,2017-04-12,3,2,5,3,1,3,3,2
PR1594,A531-8159,2017-04-12,4,2,4,2,2,4,4,3
PR1595,C5C2-985F,2017-04-13,4,4,5,2,3,3,3,3
PR1596,CDFB-6A08,2017-04-13,3,4,3,1,0,4,3,2
PR1597,5C03-1009,2017-04-13,3,5,5,3,1,5,3,3
PR1598,E899-A860,2017-04-13,3,4,4,2,0,2,4,3
PR1599,EE91-1A9C,2017-04-14,3,2,4,1,1,5,4,4
PR16,02DA-7A72,2013-01-16,5,5,5,1,0,2,4,4
PR160,05ED-92F1,2014-01-10,5,4,5,1,0,5,4,3
PR1600,7CFC-C4DA,2017-04-14,4,5,3,2,1,5,3,2
PR1601,CF2F-8CA3,2017-04-14,5,2,5,1,2,5,4,3
PR1602,7A98-768E,2017-04-16,4,4,3,3,1,3,5,5
PR1603,C3C0-349E,2017-04-16,4,3,5,1,0,2,5,5
PR1604,96F4-896C,2017-04-16,5,4,2,2,0,4,5,5
PR1605,B52E-BF41,2017-04-16,4,2,4,3,1,5,4,3
PR1606,5D69-D350,2017-04-17,5,5,5,3,1,3,4,3
PR1607,4BE1-4A7B,2017-04-17,5,4,5,2,1,4,3,3
PR1608,10E9-4C86,2017-04-17,5,3,3,3,1,4,4,3
PR1609,6661-FA04,2017-04-17,5,4,5,1,0,4,5,4
PR161,F72D-261D,2014-01-10,3,5,4,1,2,3,4,3
PR1610,AB81-A3A0,2017-04-18,4,4,2,3,0,4,4,3
PR1611,9D01-8A02,2017-04-18,3,4,4,1,0,5,5,5
PR1612,FD3F-5255,2017-04-19,3,4,5,3,1,2,4,3
PR1613,C661-6A1C,2017-04-20,4,3,3,1,2,4,5,5
PR1614,C025-B8B6,2017-04-20,3,4,4,1,1,3,5,4
PR1615,9528-AA17,2017-04-21,3,2,3,3,3,2,4,3
PR1616,F9C6-39E2,2017-04-21,4,5,2,1,3,5,5,5
PR1617,4188-C61D,2017-04-22,4,5,3,2,0,5,4,3
PR1618,DFE3-6FA7,2017-04-22,3,4,5,3,1,4,5,4
PR1619,7335-4656,2017-04-22,4,2,3,2,1,4,4,3
PR162,774E-685D,2014-01-11,3,5,5,3,1,3,5,5
PR1620,49B2-0364,2017-04-23,5,5,5,1,2,2,4,3
PR1621,51A4-EA6E,2017-04-24,4,4,5,2,1,4,3,3
PR1622,A4A4-F49C,2017-04-24,5,3,4,1,2,4,4,3
PR1623,BAF9-933D,2017-04-24,5,4,3,3,2,3,3,3
PR1624,1147-7E2F,2017-04-25,4,2,2,2,0,4,5,5
PR1625,A31A-A90C,2017-04-25,3,3,4,2,1,2,5,4
PR1626,4E65-CCD0,2017-04-26,5,2,5,3,2,5,3,2
PR1627,1AC8-361F,2017-04-28,4,5,4,3,0,5,5,5
PR1628,D93A-CC98,2017-04-28,4,3,4,2,0,2,4,3
PR1629,C79A-E5E1,2017-04-29,5,2,5,3,2,2,5,4
PR163,9937-CDF7,2014-01-11,5,3,3,3,0,5,3,3
PR1630,A1B4-5481,2017-04-30,5,3,5,3,0,4,3,3
PR1631,D49C-096C,2017-04-30,3,2,2,3,0,5,5,4
PR1632,2F04-931F,2017-04-30,4,2,3,2,2,4,5,5
PR1633,380E-44B4,2017-04-30,4,4,2,3,0,2,3,2
PR1634,327B-F6D3,2017-05-01,5,3,5,3,3,3,5,5
PR1635,B148-55FB,2017-05-01,3,5,3,3,2,5,4,3
PR1636,EB4F-4D97,2017-05-01,4,3,3,1,3,5,4,4
PR1637,1472-9F69,2017-05-02,4,2,3,2,0,5,4,3
PR1638,59DB-8465,2017-05-02,4,4,3,2,3,2,5,5
PR1639,D31B-BEF8,2017-05-03,5,2,2,3,0,5,4,4
PR164,CD59-7F94,2014-01-11,5,5,3,1,2,2,3,2
PR1640,565B-C207,2017-05-03,3,2,4,1,3,4,5,4
PR1641,13E5-2F17,2017-05-04,3,5,2,2,0,2,5,4
PR1642,ADF8-AD57,2017-05-04,3,2,5,1,2,2,4,4
PR1643,ED5D-E9D8,2017-05-04,3,4,4,2,0,4,3,2
PR1644,FE2B-3DC7,2017-05-05,3,3,2,3,1,5,5,4
PR1645,F3D0-41D1,2017-05-05,3,4,2,1,0,4,3,2
PR1646,11AE-3E4D,2017-05-05,3,5,4,3,1,3,3,3
PR1647,2CA8-4E1B,2017-05-06,3,2,4,3,1,5,4,4
PR1648,08E4-D3D5,2017-05-06,3,2,4,2,0,4,5,5
PR1649,D2BE-E6F6,2017-05-06,4,5,2,2,1,2,5,4
PR165,7839-CA12,2014-01-12,4,2,4,2,1,2,3,2
PR1650,9BD6-2C43,2017-05-06,4,5,4,1,1,2,5,5
PR1651,E8B6-8BAE,2017-05-07,4,3,5,2,2,4,3,3
PR1652,291F-B604,2017-05-08,4,4,5,2,1,5,4,3
PR1653,692B-7152,2017-05-08,4,4,4,2,0,5,5,4
PR1654,5A65-768A,2017-05-08,5,4,3,1,3,5,4,4
PR1655,4657-FE18,2017-05-09,5,2,2,3,1,3,3,2
PR1656,E28D-424B,2017-05-10,5,5,4,3,2,2,5,5
PR1657,7B47-C915,2017-05-10,3,3,5,2,2,2,3,3
PR1658,A848-F98B,2017-05-11,4,3,4,1,0,5,4,4
PR1659,1C87-44CB,2017-05-12,3,4,2,2,2,4,4,3
PR166,EB66-D679,2014-01-12,3,2,5,3,0,2,5,4
PR1660,41FE-D257,2017-05-12,4,3,5,2,1,4,4,4
PR1661,A690-3D5D,2017-05-12,5,4,3,1,3,5,3,2
PR1662,42CC-040A,2017-05-13,4,3,5,1,2,4,4,3
PR1663,C9FF-3A25,2017-05-13,3,5,5,2,1,3,3,3
PR1664,BE93-0736,2017-05-13,4,5,3,3,1,3,3,2
PR1665,1F0F-458C,2017-05-14,3,3,2,3,1,4,4,3
PR1666,DE6C-86FC,2017-05-15,4,2,4,1,0,4,3,2
PR1667,FFCF-0BD5,2017-05-15,3,4,4,1,1,4,5,5
PR1668,0A05-3943,2017-05-16,4,5,2,2,1,2,4,4
PR1669,9F65-F612,2017-05-16,5,5,3,3,1,5,3,3
PR167,12F7-BCBB,2014-01-14,4,4,4,1,0,5,3,3
PR1670,64D6-0D5F,2017-05-16,4,4,5,2,1,4,5,4
PR1671,9D3C-DA45,2017-05-17,4,2,3,3,0,5,3,3
PR1672,2523-EFD4,2017-05-18,3,2,2,1,2,4,5,4
PR1673,4D59-B831,2017-05-19,4,4,2,3,2,3,4,4
PR1674,5060-A677,2017-05-19,3,2,2,2,1,2,3,2
PR1675,A2D0-E2D2,2017-05-19,4,4,2,1,1,3,5,4
PR1676,BE54-8537,2017-05-19,3,2,4,1,0,4,4,3
PR1677,9169-FC4B,2017-05-20,4,2,5,2,0,5,3,2
PR1678,00B0-F199,2017-05-21,4,3,4,2,0,2,4,4
PR1679,5988-3855,2017-05-21,4,2,3,2,1,3,4,3
PR168,D045-B6CA,2014-01-14,3,5,4,1,2,5,4,4
PR1680,1705-0DE5,2017-05-22,5,3,4,3,2,2,4,4
PR1681,8766-F1E7,2017-05-23,3,5,4,3,0,2,4,4
PR1682,45F9-3A37,2017-05-23,3,2,4,2,2,3,4,4
PR1683,BD1B-53A3,2017-05-23,4,3,2,1,0,4,4,3
PR1684,81BE-17CD,2017-05-23,4,2,3,1,0,3,5,4
PR1685,1B7F-73A9,2017-05-23,4,2,5,3,1,2,3,3
